filename,l_min,l_max,b_min,b_max
GaiaSource_669741-669777_p.csv.gz,314.132,317.34,0.982,3.45
GaiaSource_669778-669810_p.csv.gz,315.315,317.935,1.549,3.807
GaiaSource_669811-669847_p.csv.gz,313.423,317.788,1.056,5.15
GaiaSource_669848-669882_p.csv.gz,313.278,315.786,2.472,4.918
GaiaSource_669883-669915_p.csv.gz,314.321,317.493,2.632,5.361
GaiaSource_669916-669953_p.csv.gz,314.782,319.193,2.114,6.274
GaiaSource_669954-669978_p.csv.gz,317.252,319.508,1.91,4.178
GaiaSource_669979-670002_p.csv.gz,317.05,319.444,2.54,4.731
GaiaSource_670003-670029_p.csv.gz,317.904,320.545,2.851,5.177
GaiaSource_670030-670062_p.csv.gz,318.765,321.402,3.276,5.62
GaiaSource_670063-670098_p.csv.gz,316.918,321.281,2.843,7.041
GaiaSource_670099-670143_p.csv.gz,316.789,319.737,4.239,7.225
GaiaSource_670144-670188_p.csv.gz,318.209,321.154,4.434,7.435
GaiaSource_670189-670225_p.csv.gz,313.136,321.03,1.911,9.813
GaiaSource_670226-670260_p.csv.gz,312.989,315.556,4.12,6.253
GaiaSource_670261-670305_p.csv.gz,313.884,317.356,4.384,7.497
GaiaSource_670306-670356_p.csv.gz,312.849,317.205,4.546,8.562
GaiaSource_670357-670416_p.csv.gz,312.703,316.326,5.568,8.677
GaiaSource_670417-670484_p.csv.gz,314.26,319.311,5.393,9.742
GaiaSource_670485-670543_p.csv.gz,316.532,320.023,5.795,8.999
GaiaSource_670544-670607_p.csv.gz,316.403,321.245,6.253,10.612
GaiaSource_670608-670683_p.csv.gz,316.271,320.494,7.347,11.131
GaiaSource_670684-670737_p.csv.gz,316.622,324.824,3.566,11.754
GaiaSource_670738-670776_p.csv.gz,320.466,323.308,4.106,6.831
GaiaSource_670777-670818_p.csv.gz,321.306,324.803,4.262,7.596
GaiaSource_670819-670862_p.csv.gz,320.35,324.703,4.547,8.805
GaiaSource_670863-670917_p.csv.gz,320.24,323.746,5.733,9.042
GaiaSource_670918-670969_p.csv.gz,321.771,324.8,6.497,9.567
GaiaSource_670970-671011_p.csv.gz,322.067,326.915,5.075,9.65
GaiaSource_671012-671055_p.csv.gz,324.022,327.326,5.8,8.846
GaiaSource_671056-671102_p.csv.gz,325.496,328.492,6.522,9.487
GaiaSource_671103-671156_p.csv.gz,323.271,327.703,6.425,10.767
GaiaSource_671157-671219_p.csv.gz,324.492,328.006,7.817,11.188
GaiaSource_671220-671285_p.csv.gz,319.696,327.928,5.471,13.741
GaiaSource_671286-671355_p.csv.gz,320.883,324.593,8.032,11.693
GaiaSource_671356-671441_p.csv.gz,319.484,324.059,8.389,12.709
GaiaSource_671442-671529_p.csv.gz,321.209,326.539,8.894,13.643
GaiaSource_671530-671616_p.csv.gz,323.626,328.281,9.574,14.135
GaiaSource_671617-671727_p.csv.gz,323.017,327.705,10.457,15.266
GaiaSource_671728-671888_p.csv.gz,315.047,350.291,-19.8,15.185
GaiaSource_671889-672007_p.csv.gz,327.48,333.196,-18.922,-13.068
GaiaSource_672008-672142_p.csv.gz,329.213,334.63,-18.468,-13.602
GaiaSource_672143-672238_p.csv.gz,330.369,334.293,-15.846,-12.278
GaiaSource_672239-672326_p.csv.gz,327.062,334.43,-16.104,-9.562
GaiaSource_672327-672403_p.csv.gz,327.753,332.34,-14.271,-9.657
GaiaSource_672404-672462_p.csv.gz,327.803,331.116,-12.197,-8.914
GaiaSource_672463-672514_p.csv.gz,328.667,333.688,-13.522,-8.304
GaiaSource_672515-672584_p.csv.gz,330.27,333.838,-13.546,-10.146
GaiaSource_672585-672645_p.csv.gz,330.946,335.217,-13.029,-8.847
GaiaSource_672646-672692_p.csv.gz,330.425,333.292,-11.047,-8.16
GaiaSource_672693-672736_p.csv.gz,331.457,334.736,-10.63,-7.375
GaiaSource_672737-672787_p.csv.gz,329.125,338.93,-17.39,-7.057
GaiaSource_672788-672903_p.csv.gz,332.668,337.502,-17.072,-12.822
GaiaSource_672904-672986_p.csv.gz,332.911,336.8,-14.766,-11.236
GaiaSource_672987-673072_p.csv.gz,334.007,338.927,-16.105,-10.794
GaiaSource_673073-673160_p.csv.gz,336.08,340.346,-15.444,-11.284
GaiaSource_673161-673224_p.csv.gz,335.932,339.286,-13.335,-10.141
GaiaSource_673225-673281_p.csv.gz,333.766,340.682,-14.374,-8.717
GaiaSource_673282-673338_p.csv.gz,332.993,336.323,-12.299,-9.113
GaiaSource_673339-673391_p.csv.gz,334.208,337.42,-11.754,-8.601
GaiaSource_673392-673434_p.csv.gz,333.561,337.525,-10.953,-7.193
GaiaSource_673435-673467_p.csv.gz,333.633,336.216,-9.171,-6.654
GaiaSource_673468-673502_p.csv.gz,334.412,337.456,-9.333,-6.287
GaiaSource_673503-673533_p.csv.gz,335.081,337.677,-8.33,-5.891
GaiaSource_673534-673579_p.csv.gz,334.606,339.512,-11.098,-5.981
GaiaSource_673580-673619_p.csv.gz,337.017,339.585,-10.398,-7.649
GaiaSource_673620-673653_p.csv.gz,337.768,340.44,-10.028,-7.262
GaiaSource_673654-673684_p.csv.gz,336.434,340.253,-9.436,-5.889
GaiaSource_673685-673712_p.csv.gz,336.523,339.057,-8.24,-5.582
GaiaSource_673713-673739_p.csv.gz,337.241,339.774,-7.905,-5.249
GaiaSource_673740-673765_p.csv.gz,338.234,340.49,-7.569,-5.294
GaiaSource_673766-673790_p.csv.gz,338.277,340.424,-6.582,-4.563
GaiaSource_673791-673834_p.csv.gz,327.286,340.168,-12.028,-0.294
GaiaSource_673835-673873_p.csv.gz,328.463,331.264,-9.489,-6.599
GaiaSource_673874-673909_p.csv.gz,329.337,332.08,-9.093,-6.312
GaiaSource_673910-673941_p.csv.gz,327.856,331.811,-8.748,-4.867
GaiaSource_673942-673967_p.csv.gz,327.851,330.331,-7.281,-4.794
GaiaSource_673968-673990_p.csv.gz,328.598,331.222,-7.12,-4.473
GaiaSource_673991-674015_p.csv.gz,329.628,331.964,-7.045,-4.765
GaiaSource_674016-674036_p.csv.gz,329.348,331.349,-6.132,-4.15
GaiaSource_674037-674062_p.csv.gz,328.984,333.877,-8.779,-3.829
GaiaSource_674063-674092_p.csv.gz,330.808,333.396,-8.461,-5.801
GaiaSource_674093-674120_p.csv.gz,331.465,334.125,-8.143,-5.392
GaiaSource_674121-674147_p.csv.gz,332.404,334.854,-7.937,-5.501
GaiaSource_674148-674170_p.csv.gz,332.568,334.59,-6.89,-4.91
GaiaSource_674171-674193_p.csv.gz,330.829,334.609,-7.283,-3.611
GaiaSource_674194-674213_p.csv.gz,331.119,333.444,-6.151,-3.815
GaiaSource_674214-674230_p.csv.gz,331.12,333.022,-5.266,-3.369
GaiaSource_674231-674247_p.csv.gz,331.582,334.182,-5.824,-3.178
GaiaSource_674248-674265_p.csv.gz,332.594,334.621,-5.741,-3.744
GaiaSource_674266-674281_p.csv.gz,332.462,334.637,-5.172,-3.003
GaiaSource_674282-674297_p.csv.gz,332.752,334.647,-4.478,-2.587
GaiaSource_674298-674314_p.csv.gz,327.834,334.655,-7.078,-0.358
GaiaSource_674315-674331_p.csv.gz,328.419,330.171,-5.21,-3.464
GaiaSource_674332-674346_p.csv.gz,327.806,330.158,-4.927,-2.586
GaiaSource_674347-674360_p.csv.gz,328.389,330.147,-4.111,-2.361
GaiaSource_674361-674374_p.csv.gz,328.569,331.203,-4.881,-2.255
GaiaSource_674375-674389_p.csv.gz,329.612,331.535,-4.812,-2.893
GaiaSource_674390-674403_p.csv.gz,329.602,331.811,-4.404,-2.199
GaiaSource_674404-674415_p.csv.gz,329.59,331.177,-3.509,-1.922
GaiaSource_674416-674428_p.csv.gz,330.08,331.662,-3.447,-1.866
GaiaSource_674429-674440_p.csv.gz,327.911,331.653,-4.253,-0.484
GaiaSource_674441-674452_p.csv.gz,328.157,329.793,-3.113,-1.5
GaiaSource_674453-674465_p.csv.gz,328.147,330.384,-3.028,-0.798
GaiaSource_674466-674485_p.csv.gz,327.861,329.948,-2.378,-0.283
GaiaSource_674486-674501_p.csv.gz,328.506,331.147,-2.69,-0.087
GaiaSource_674502-674515_p.csv.gz,329.564,331.263,-2.521,-0.826
GaiaSource_674516-674533_p.csv.gz,329.547,331.912,-2.352,0.002
GaiaSource_674534-674562_p.csv.gz,328.762,333.735,-4.123,0.832
GaiaSource_674563-674576_p.csv.gz,331.115,332.752,-4.008,-2.374
GaiaSource_674577-674592_p.csv.gz,331.251,333.454,-3.888,-1.686
GaiaSource_674593-674607_p.csv.gz,330.97,332.69,-2.977,-1.259
GaiaSource_674608-674621_p.csv.gz,331.59,333.307,-2.774,-1.061
GaiaSource_674622-674637_p.csv.gz,331.691,334.203,-3.555,-1.029
GaiaSource_674638-674655_p.csv.gz,332.988,334.948,-3.221,-1.28
GaiaSource_674656-674683_p.csv.gz,332.341,334.67,-2.627,-0.314
GaiaSource_674684-674702_p.csv.gz,330.826,334.673,-2.874,0.973
GaiaSource_674703-674732_p.csv.gz,330.809,333.436,-1.674,0.937
GaiaSource_674733-674782_p.csv.gz,331.451,334.814,-1.53,1.824
GaiaSource_674783-674825_p.csv.gz,329.683,339.288,-7.492,2.194
GaiaSource_674826-674848_p.csv.gz,334.003,336.309,-7.285,-5.031
GaiaSource_674849-674867_p.csv.gz,333.886,335.688,-6.281,-4.51
GaiaSource_674868-674887_p.csv.gz,334.472,337.033,-6.838,-4.186
GaiaSource_674888-674911_p.csv.gz,335.448,337.76,-6.739,-4.558
GaiaSource_674912-674930_p.csv.gz,335.198,337.145,-5.737,-3.853
GaiaSource_674931-674950_p.csv.gz,334.055,337.816,-6.279,-2.664
GaiaSource_674951-674967_p.csv.gz,334.07,336.09,-5.077,-3.09
GaiaSource_674968-674984_p.csv.gz,333.943,336.109,-4.506,-2.347
GaiaSource_674985-675011_p.csv.gz,334.235,337.06,-4.544,-1.665
GaiaSource_675012-675035_p.csv.gz,335.542,337.559,-4.408,-2.427
GaiaSource_675036-675068_p.csv.gz,335.282,337.881,-3.832,-1.259
GaiaSource_675069-675091_p.csv.gz,334.926,339.79,-6.238,-1.27
GaiaSource_675092-675114_p.csv.gz,336.657,339.212,-5.839,-3.187
GaiaSource_675115-675135_p.csv.gz,337.296,339.273,-4.655,-2.737
GaiaSource_675136-675159_p.csv.gz,338.045,340.344,-5.62,-3.468
GaiaSource_675160-675191_p.csv.gz,338.116,340.699,-4.799,-2.267
GaiaSource_675192-675220_p.csv.gz,336.711,340.456,-4.583,-0.996
GaiaSource_675221-675252_p.csv.gz,336.759,339.33,-3.484,-0.842
GaiaSource_675253-675295_p.csv.gz,337.497,340.796,-3.284,0.012
GaiaSource_675296-675341_p.csv.gz,333.827,340.855,-4.595,2.174
GaiaSource_675342-675365_p.csv.gz,334.118,336.443,-2.544,-0.208
GaiaSource_675366-675403_p.csv.gz,334.125,337.182,-2.456,0.628
GaiaSource_675404-675446_p.csv.gz,335.339,338.081,-1.866,0.902
GaiaSource_675447-675487_p.csv.gz,333.85,337.818,-1.631,2.315
GaiaSource_675488-675516_p.csv.gz,333.856,336.195,0.262,2.602
GaiaSource_675517-675544_p.csv.gz,334.716,337.694,-0.142,2.841
GaiaSource_675545-675568_p.csv.gz,335.371,337.705,0.679,3.014
GaiaSource_675569-675603_p.csv.gz,335.019,339.947,-1.604,3.363
GaiaSource_675604-675631_p.csv.gz,336.836,339.423,-1.174,1.458
GaiaSource_675632-675654_p.csv.gz,337.581,340.168,-0.831,1.802
GaiaSource_675655-675687_p.csv.gz,338.308,340.911,-0.735,1.842
GaiaSource_675688-675713_p.csv.gz,337.273,340.961,-0.374,3.229
GaiaSource_675714-675735_p.csv.gz,337.009,339.202,0.694,2.864
GaiaSource_675736-675761_p.csv.gz,336.89,339.217,1.382,3.711
GaiaSource_675762-675784_p.csv.gz,337.651,340.248,1.444,4.063
GaiaSource_675785-675818_p.csv.gz,338.267,341.007,1.666,4.419
GaiaSource_675819-675887_p.csv.gz,331.143,350.298,-14.774,4.923
GaiaSource_675888-675955_p.csv.gz,339.338,342.484,-14.088,-11.07
GaiaSource_675956-676009_p.csv.gz,338.41,342.669,-13.174,-9.022
GaiaSource_676010-676053_p.csv.gz,339.446,342.322,-11.649,-8.698
GaiaSource_676054-676090_p.csv.gz,340.367,343.049,-10.951,-8.322
GaiaSource_676091-676145_p.csv.gz,339.751,344.613,-13.394,-8.202
GaiaSource_676146-676198_p.csv.gz,342.173,345.322,-12.689,-9.669
GaiaSource_676199-676238_p.csv.gz,341.635,345.507,-11.784,-8.309
GaiaSource_676239-676271_p.csv.gz,341.789,344.258,-10.474,-7.834
GaiaSource_676272-676302_p.csv.gz,342.499,344.968,-10.121,-7.483
GaiaSource_676303-676332_p.csv.gz,343.214,345.678,-9.762,-7.13
GaiaSource_676333-676361_p.csv.gz,339.216,345.834,-10.876,-5.585
GaiaSource_676362-676392_p.csv.gz,339.174,341.693,-9.446,-6.902
GaiaSource_676393-676420_p.csv.gz,339.687,342.402,-9.09,-6.255
GaiaSource_676421-676450_p.csv.gz,340.569,343.126,-8.862,-6.417
GaiaSource_676451-676475_p.csv.gz,340.954,342.917,-7.631,-5.791
GaiaSource_676476-676499_p.csv.gz,339.31,342.979,-7.878,-4.548
GaiaSource_676500-676522_p.csv.gz,339.409,341.926,-6.883,-4.237
GaiaSource_676523-676546_p.csv.gz,340.059,342.612,-6.493,-3.801
GaiaSource_676547-676568_p.csv.gz,341.063,343.036,-6.412,-4.545
GaiaSource_676569-676595_p.csv.gz,340.848,343.093,-5.806,-3.547
GaiaSource_676596-676621_p.csv.gz,340.296,345.183,-8.309,-3.203
GaiaSource_676622-676644_p.csv.gz,342.328,344.553,-7.957,-5.722
GaiaSource_676645-676664_p.csv.gz,342.388,344.35,-6.931,-5.094
GaiaSource_676665-676683_p.csv.gz,342.777,345.265,-7.603,-4.966
GaiaSource_676684-676701_p.csv.gz,344.046,345.813,-7.248,-5.578
GaiaSource_676702-676717_p.csv.gz,343.494,345.582,-6.634,-4.61
GaiaSource_676718-676732_p.csv.gz,344.181,345.784,-6.007,-4.433
GaiaSource_676733-676749_p.csv.gz,342.182,345.851,-6.476,-3.164
GaiaSource_676750-676768_p.csv.gz,342.691,344.805,-5.492,-3.425
GaiaSource_676769-676797_p.csv.gz,342.452,344.751,-4.612,-2.501
GaiaSource_676798-676820_p.csv.gz,343.052,345.57,-5.2,-2.555
GaiaSource_676821-676848_p.csv.gz,343.737,346.246,-4.779,-2.143
GaiaSource_676849-676887_p.csv.gz,340.599,350.297,-11.971,-1.788
GaiaSource_676888-676925_p.csv.gz,344.301,347.011,-11.147,-8.689
GaiaSource_676926-676964_p.csv.gz,345.019,348.16,-11.243,-8.241
GaiaSource_676965-676998_p.csv.gz,344.735,348.35,-10.348,-7.326
GaiaSource_676999-677028_p.csv.gz,344.557,347.101,-9.238,-6.843
GaiaSource_677029-677054_p.csv.gz,344.973,347.091,-7.982,-6.098
GaiaSource_677055-677082_p.csv.gz,345.375,348.176,-8.708,-5.886
GaiaSource_677083-677107_p.csv.gz,346.062,348.264,-7.879,-5.687
GaiaSource_677108-677136_p.csv.gz,345.426,350.298,-10.5,-5.32
GaiaSource_677137-677166_p.csv.gz,347.141,349.586,-10.131,-7.515
GaiaSource_677167-677190_p.csv.gz,347.85,350.299,-9.753,-7.134
GaiaSource_677191-677214_p.csv.gz,348.724,350.83,-9.565,-7.77
GaiaSource_677215-677234_p.csv.gz,348.566,350.809,-9.032,-6.77
GaiaSource_677235-677253_p.csv.gz,347.582,351.438,-9.303,-5.854
GaiaSource_677254-677274_p.csv.gz,347.664,349.606,-7.771,-6.02
GaiaSource_677275-677294_p.csv.gz,347.492,349.812,-7.344,-4.956
GaiaSource_677295-677310_p.csv.gz,348.38,350.188,-6.715,-4.981
GaiaSource_677311-677326_p.csv.gz,348.654,350.902,-7.619,-5.336
GaiaSource_677327-677341_p.csv.gz,349.888,351.682,-7.681,-5.96
GaiaSource_677342-677356_p.csv.gz,349.41,351.648,-7.337,-5.047
GaiaSource_677357-677369_p.csv.gz,350.223,351.917,-6.831,-5.079
GaiaSource_677370-677386_p.csv.gz,344.785,352.11,-8.979,-2.564
GaiaSource_677387-677406_p.csv.gz,345.464,347.245,-6.528,-4.84
GaiaSource_677407-677420_p.csv.gz,344.926,347.013,-5.916,-3.896
GaiaSource_677421-677437_p.csv.gz,345.618,347.387,-5.285,-3.604
GaiaSource_677438-677458_p.csv.gz,345.674,348.148,-6.189,-3.576
GaiaSource_677459-677475_p.csv.gz,346.626,348.842,-5.796,-3.578
GaiaSource_677476-677495_p.csv.gz,346.696,348.891,-5.145,-2.957
GaiaSource_677496-677513_p.csv.gz,345.191,349.078,-5.568,-1.952
GaiaSource_677514-677530_p.csv.gz,345.553,347.356,-4.168,-2.428
GaiaSource_677531-677556_p.csv.gz,345.184,347.534,-3.84,-1.434
GaiaSource_677557-677580_p.csv.gz,346.138,348.631,-4.048,-1.414
GaiaSource_677581-677596_p.csv.gz,347.543,349.261,-4.056,-2.296
GaiaSource_677597-677619_p.csv.gz,347.092,349.438,-3.834,-1.407
GaiaSource_677620-677636_p.csv.gz,346.737,351.041,-5.703,-1.42
GaiaSource_677637-677651_p.csv.gz,348.228,349.939,-5.834,-4.083
GaiaSource_677652-677667_p.csv.gz,348.423,350.744,-5.853,-3.438
GaiaSource_677668-677686_p.csv.gz,348.611,350.624,-5.191,-3.105
GaiaSource_677687-677703_p.csv.gz,349.23,351.69,-5.906,-3.252
GaiaSource_677704-677717_p.csv.gz,350.135,352.138,-6.169,-4.077
GaiaSource_677718-677732_p.csv.gz,350.321,352.556,-5.853,-3.541
GaiaSource_677733-677752_p.csv.gz,350.504,352.665,-5.306,-3.106
GaiaSource_677753-677770_p.csv.gz,348.644,352.843,-5.674,-1.495
GaiaSource_677771-677794_p.csv.gz,349.141,351.464,-4.118,-1.682
GaiaSource_677795-677819_p.csv.gz,349.31,351.487,-3.453,-1.24
GaiaSource_677820-677843_p.csv.gz,350.086,352.55,-4.406,-1.731
GaiaSource_677844-677863_p.csv.gz,351.024,353.335,-4.246,-1.791
GaiaSource_677864-677882_p.csv.gz,351.192,353.351,-3.571,-1.353
GaiaSource_677883-677911_p.csv.gz,339.494,353.514,-8.902,3.606
GaiaSource_677912-677973_p.csv.gz,339.571,343.085,-4.7,-1.214
GaiaSource_677974-678000_p.csv.gz,341.036,343.428,-3.587,-1.136
GaiaSource_678001-678036_p.csv.gz,339.647,343.652,-3.527,0.361
GaiaSource_678037-678084_p.csv.gz,339.708,342.976,-2.208,1.044
GaiaSource_678085-678151_p.csv.gz,340.576,345.58,-3.424,1.738
GaiaSource_678152-678198_p.csv.gz,342.177,345.182,-3.3,-0.312
GaiaSource_678199-678236_p.csv.gz,343.226,346.153,-2.816,0.16
GaiaSource_678237-678290_p.csv.gz,342.583,346.957,-2.608,1.744
GaiaSource_678291-678377_p.csv.gz,342.665,347.104,-1.519,2.924
GaiaSource_678378-678425_p.csv.gz,339.774,347.393,-2.536,4.79
GaiaSource_678426-678467_p.csv.gz,339.829,343.085,0.146,3.382
GaiaSource_678468-678500_p.csv.gz,341.291,343.891,0.677,3.239
GaiaSource_678501-678526_p.csv.gz,341.629,344.009,1.588,3.943
GaiaSource_678527-678571_p.csv.gz,339.347,343.9,1.112,5.665
GaiaSource_678572-678602_p.csv.gz,340.689,343.463,2.639,5.469
GaiaSource_678603-678622_p.csv.gz,342.26,344.258,2.757,4.76
GaiaSource_678623-678645_p.csv.gz,341.816,344.289,3.059,5.524
GaiaSource_678646-678671_p.csv.gz,341.575,346.041,1.03,5.5
GaiaSource_678672-678698_p.csv.gz,343.216,345.78,1.118,3.761
GaiaSource_678699-678724_p.csv.gz,343.907,346.643,1.288,4.153
GaiaSource_678725-678762_p.csv.gz,344.815,347.663,1.0,3.892
GaiaSource_678763-678782_p.csv.gz,345.792,347.774,2.133,4.144
GaiaSource_678783-678802_p.csv.gz,343.468,347.658,1.5,5.658
GaiaSource_678803-678825_p.csv.gz,343.792,346.287,2.932,5.484
GaiaSource_678826-678851_p.csv.gz,344.14,347.049,3.086,6.082
GaiaSource_678852-678873_p.csv.gz,345.647,347.868,2.799,5.04
GaiaSource_678874-678895_p.csv.gz,345.585,347.985,3.252,5.711
GaiaSource_678896-678921_p.csv.gz,342.951,351.134,-2.314,5.747
GaiaSource_678922-678950_p.csv.gz,345.856,348.372,-2.403,0.138
GaiaSource_678951-678969_p.csv.gz,346.176,348.376,-1.626,0.588
GaiaSource_678970-678997_p.csv.gz,346.81,349.779,-2.729,0.482
GaiaSource_678998-679031_p.csv.gz,347.752,350.488,-2.183,0.591
GaiaSource_679032-679086_p.csv.gz,345.841,350.398,-2.062,2.607
GaiaSource_679087-679130_p.csv.gz,347.32,350.545,-0.961,2.495
GaiaSource_679131-679189_p.csv.gz,347.73,352.741,-2.784,2.596
GaiaSource_679190-679251_p.csv.gz,349.638,353.206,-3.066,0.741
GaiaSource_679252-679326_p.csv.gz,349.936,354.589,-2.897,2.048
GaiaSource_679327-679428_p.csv.gz,346.903,355.156,-2.779,5.496
GaiaSource_679429-679451_p.csv.gz,347.035,349.237,1.051,3.283
GaiaSource_679452-679473_p.csv.gz,346.993,349.37,1.497,3.957
GaiaSource_679474-679500_p.csv.gz,347.931,350.467,1.276,3.965
GaiaSource_679501-679530_p.csv.gz,348.862,351.399,1.251,3.955
GaiaSource_679531-679547_p.csv.gz,349.537,351.356,2.143,4.06
GaiaSource_679548-679567_p.csv.gz,347.236,351.478,1.499,5.771
GaiaSource_679568-679585_p.csv.gz,347.728,350.03,3.07,5.432
GaiaSource_679586-679604_p.csv.gz,347.603,349.588,3.743,5.767
GaiaSource_679605-679620_p.csv.gz,348.395,350.87,3.176,5.769
GaiaSource_679621-679631_p.csv.gz,349.395,350.957,3.285,4.855
GaiaSource_679632-679641_p.csv.gz,350.121,351.596,3.04,4.498
GaiaSource_679642-679653_p.csv.gz,349.506,351.71,3.271,5.526
GaiaSource_679654-679664_p.csv.gz,349.612,351.268,4.066,5.758
GaiaSource_679665-679675_p.csv.gz,350.401,351.822,4.046,5.514
GaiaSource_679676-679700_p.csv.gz,349.279,353.751,0.868,5.496
GaiaSource_679701-679724_p.csv.gz,350.728,353.246,1.169,3.888
GaiaSource_679725-679757_p.csv.gz,351.484,354.169,1.105,4.075
GaiaSource_679758-679792_p.csv.gz,352.583,355.089,1.027,3.768
GaiaSource_679793-679810_p.csv.gz,351.138,355.336,1.101,5.39
GaiaSource_679811-679820_p.csv.gz,351.253,352.523,3.212,4.576
GaiaSource_679821-679832_p.csv.gz,351.716,353.442,2.949,4.76
GaiaSource_679833-679843_p.csv.gz,351.363,353.558,3.186,5.45
GaiaSource_679844-679852_p.csv.gz,351.47,352.748,4.107,5.477
GaiaSource_679853-679862_p.csv.gz,351.938,353.529,3.842,5.555
GaiaSource_679863-679874_p.csv.gz,352.113,354.48,3.121,5.631
GaiaSource_679875-679886_p.csv.gz,353.103,354.511,3.083,4.56
GaiaSource_679887-679903_p.csv.gz,353.651,355.57,2.8,4.702
GaiaSource_679904-679915_p.csv.gz,353.039,354.591,3.773,5.353
GaiaSource_679916-679929_p.csv.gz,353.783,355.509,3.69,5.52
GaiaSource_679973-680038_p.csv.gz,327.885,331.848,-1.048,2.892
GaiaSource_680039-680097_p.csv.gz,327.461,331.811,-0.285,4.063
GaiaSource_680098-680132_p.csv.gz,327.65,330.905,1.18,4.378
GaiaSource_680133-680168_p.csv.gz,329.01,331.765,1.632,4.378
GaiaSource_680169-680207_p.csv.gz,328.64,333.683,0.158,5.1
GaiaSource_680208-680276_p.csv.gz,330.755,334.335,0.132,3.685
GaiaSource_680277-680324_p.csv.gz,330.997,335.481,0.644,5.117
GaiaSource_680325-680373_p.csv.gz,330.447,333.47,2.346,5.364
GaiaSource_680374-680413_p.csv.gz,331.487,334.774,2.781,6.027
GaiaSource_680414-680454_p.csv.gz,327.735,335.026,0.807,8.351
GaiaSource_680455-680478_p.csv.gz,327.703,329.954,2.961,5.256
GaiaSource_680479-680503_p.csv.gz,327.414,329.91,3.573,6.119
GaiaSource_680504-680532_p.csv.gz,328.217,331.105,3.459,6.176
GaiaSource_680533-680564_p.csv.gz,329.018,331.679,4.004,6.553
GaiaSource_680565-680596_p.csv.gz,327.35,331.629,3.812,8.096
GaiaSource_680597-680634_p.csv.gz,327.287,330.188,5.302,8.137
GaiaSource_680635-680672_p.csv.gz,328.194,331.578,5.44,8.778
GaiaSource_680673-680713_p.csv.gz,328.467,333.493,4.38,9.23
GaiaSource_680714-680749_p.csv.gz,330.502,333.274,4.593,7.296
GaiaSource_680750-680788_p.csv.gz,331.262,334.28,4.936,7.796
GaiaSource_680789-680825_p.csv.gz,332.217,335.131,5.477,8.351
GaiaSource_680826-680865_p.csv.gz,330.452,334.58,5.53,9.694
GaiaSource_680866-680910_p.csv.gz,330.663,334.018,6.733,9.99
GaiaSource_680911-680960_p.csv.gz,329.77,338.881,1.711,10.75
GaiaSource_680961-681005_p.csv.gz,333.45,336.475,1.485,4.507
GaiaSource_681006-681046_p.csv.gz,334.501,337.59,2.058,5.122
GaiaSource_681047-681092_p.csv.gz,334.117,338.441,2.196,6.514
GaiaSource_681093-681121_p.csv.gz,333.971,336.47,3.786,6.3
GaiaSource_681122-681162_p.csv.gz,333.969,337.252,4.006,7.256
GaiaSource_681163-681199_p.csv.gz,335.4,338.034,4.795,7.387
GaiaSource_681200-681232_p.csv.gz,335.114,339.984,2.917,7.755
GaiaSource_681233-681266_p.csv.gz,336.934,339.55,3.324,5.932
GaiaSource_681267-681303_p.csv.gz,337.705,340.796,3.49,6.574
GaiaSource_681304-681352_p.csv.gz,337.085,341.476,3.676,8.043
GaiaSource_681353-681402_p.csv.gz,336.834,339.878,5.378,8.403
GaiaSource_681403-681456_p.csv.gz,338.0,341.479,5.345,8.796
GaiaSource_681457-681500_p.csv.gz,333.825,341.645,3.473,11.311
GaiaSource_681501-681550_p.csv.gz,333.812,337.26,5.99,9.4
GaiaSource_681551-681609_p.csv.gz,333.931,338.592,6.361,10.951
GaiaSource_681610-681668_p.csv.gz,333.665,337.273,7.92,11.487
GaiaSource_681669-681733_p.csv.gz,335.121,340.06,7.182,11.997
GaiaSource_681734-681786_p.csv.gz,337.001,340.19,7.109,10.273
GaiaSource_681787-681864_p.csv.gz,337.488,342.34,7.211,11.969
GaiaSource_681865-681931_p.csv.gz,337.367,341.112,8.762,12.424
GaiaSource_681932-681999_p.csv.gz,327.221,342.586,2.227,17.827
GaiaSource_682000-682053_p.csv.gz,327.155,330.654,7.057,10.457
GaiaSource_682054-682113_p.csv.gz,327.461,331.963,7.451,11.874
GaiaSource_682114-682183_p.csv.gz,326.71,330.541,8.552,12.433
GaiaSource_682184-682255_p.csv.gz,328.271,333.284,8.475,13.246
GaiaSource_682256-682317_p.csv.gz,330.465,333.959,8.624,12.032
GaiaSource_682318-682391_p.csv.gz,330.423,335.287,9.011,13.693
GaiaSource_682392-682477_p.csv.gz,330.389,334.904,10.277,14.681
GaiaSource_682478-682570_p.csv.gz,326.483,334.94,8.665,17.075
GaiaSource_682571-682684_p.csv.gz,326.363,331.741,11.415,16.306
GaiaSource_682685-682808_p.csv.gz,327.871,333.571,12.145,17.235
GaiaSource_682809-682942_p.csv.gz,329.896,335.427,12.809,17.801
GaiaSource_682943-683057_p.csv.gz,329.831,339.125,9.6,18.5
GaiaSource_683058-683144_p.csv.gz,334.105,339.008,10.13,14.824
GaiaSource_683145-683244_p.csv.gz,333.91,338.632,11.271,15.846
GaiaSource_683245-683343_p.csv.gz,335.631,341.316,10.212,15.557
GaiaSource_683344-683454_p.csv.gz,337.268,342.772,10.938,16.144
GaiaSource_683455-683589_p.csv.gz,333.583,342.901,10.573,19.444
